acc_id,mechanical,op_error,employee
916318,,,
917785,,,
918259,,,
918542,,,
919826,,,
920281,,,
920290,,,
914880,,,
914898,,,
914911,,,
917057,,TRUE,
917058,,,
917581,,,
918673,,,
920171,,,
912596,TRUE,,
914907,,,
914908,,,
914909,,,
914910,,,
916313,,,
916314,,,
916564,,,
916568,,,
916891,,,
917056,,,
916311,,,
916312,,,
916763,,,
919353,TRUE,,
919526,,,
920301,,,
916310,,,
917055,,,
914876,,,
916309,,,
916566,,,
916890,,,
918080,,,
918339,,,
918505,,,
919352,,,
915850,TRUE,,
916308,,,
917466,,,
917467,,,
918253,,,
918340,,,
920161,,,
920174,,,
912589,,,
916306,,,
916307,,,
916719,,,
916761,,,
916762,,,
916889,,,
917054,,,
917231,,,
919865,,,
912450,TRUE,,
916305,,,
916888,,,
917332,,,
917333,,,
917758,,,
919344,,TRUE,
919351,,TRUE,
920030,,,
916303,,,
916304,,,
916573,,,
914889,,,
918825,,,
916301,,,
916302,,,
916887,,,
917147,,,
918305,,,
918709,,,
914888,,,
916598,,,
916824,,,
916886,,,
917961,,,
918087,,,
918731,,,
919549,,,
920162,,,
912588,,,
916300,,,
916885,,,
917053,,,
917430,,,
917962,,,
918490,TRUE,,
918508,,,
914858,TRUE,,
914865,TRUE,,
914871,TRUE,,
917717,,,
917995,,,
919851,,,
919864,,,
920186,,,
920194,,,
915872,,,
917052,,,
917890,,,
916298,,,
916299,,,
917841,,,
920287,,,
914887,,,
916297,,,
916585,,,
917963,,,
918775,,,
920035,,,
914860,,TRUE,
914861,,,
914862,TRUE,,
916292,,,
916293,,,
916294,,,
916295,,,
916296,,,
916591,,,
917031,,,
917382,,,
918716,,,
914859,,,
914906,,,
916584,,,
917501,,,
918047,,,
918079,,,
919394,,,
919825,,,
914902,,,
916760,,,
916884,,,
917041,,,
917051,,,
917959,,,
916290,,,
916291,,,
917580,,,
917732,,,
919525,,,
914873,TRUE,,
916883,,,
918892,,,
912472,,,
918446,,,
918622,,,
919548,TRUE,,
914852,TRUE,,
914853,TRUE,,
914854,TRUE,,
916882,,,
918237,,,
918827,,,
914872,TRUE,,
917049,,,
917050,,TRUE,
919781,,,
914870,TRUE,,
916881,,,
917839,,,
916289,,,
914846,TRUE,,
914847,TRUE,,
914855,TRUE,,
916285,,,
916286,,,
916287,,,
916288,,,
917155,,,
917450,,,
917889,,,
918074,,,
918138,,,
914845,TRUE,,
916284,,,
916880,,,
917039,TRUE,,
920045,,,
914851,,TRUE,
